Remove Outlier,Estimate,Error Method,Same class,Cutoff,Precision,Recall,F1
TRUE,estimate,mean_err,FALSE,0.02,0.71,0.51,0.59
TRUE,estimate,mean_err,FALSE,0.04,0.72,0.52,0.61
TRUE,estimate,mean_err,FALSE,0.06,0.73,0.55,0.63
TRUE,estimate,mean_err,FALSE,0.08,0.64,0.61,0.63
TRUE,estimate,mean_err,FALSE,0.1,0.57,0.74,0.64
TRUE,estimate,mean_err,FALSE,0.12,0.51,0.73,0.61
TRUE,estimate,mean_err,FALSE,0.14,0.52,0.76,0.62
TRUE,estimate,mean_err,FALSE,0.16,0.52,0.76,0.62
TRUE,estimate,mean_err,FALSE,0.18,0.52,0.76,0.62
TRUE,estimate,mean_err,FALSE,0.2,0.51,0.7,0.59
TRUE,estimate,mean_err,FALSE,0.22,0.46,0.7,0.56
TRUE,estimate,mean_err,FALSE,0.24,0.44,0.7,0.54
TRUE,estimate,mean_err,FALSE,0.26,0.34,0.79,0.48
TRUE,estimate,mean_err,FALSE,0.28,0.34,0.81,0.48
TRUE,estimate,mean_err,FALSE,0.3,0.38,0.94,0.54
TRUE,estimate,mean_err,FALSE,0.32,0.38,0.94,0.54
TRUE,estimate,mean_err,FALSE,0.34,0.38,0.94,0.54
TRUE,estimate,mean_err,FALSE,0.36,0.38,0.94,0.54
TRUE,estimate,mean_err,FALSE,0.38,0.33,0.96,0.49
TRUE,estimate,mean_err,FALSE,0.4,0.37,1,0.54
TRUE,estimate,mean_err,FALSE,0.42,0.31,1,0.48
TRUE,estimate,mean_err,FALSE,0.44,0.31,1,0.48
TRUE,estimate,mean_err,FALSE,0.46,0.31,1,0.48
TRUE,estimate,mean_err,FALSE,0.48,0.31,1,0.48
TRUE,estimate,mean_err,FALSE,0.5,0.25,1,0.4
TRUE,estimate,mean_err,FALSE,0.52,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.54,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.56,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.58,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.6,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.62,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.64,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.66,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.68,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.7,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.72,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.74,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.76,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.78,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.8,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.82,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.84,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.86,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.88,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.9,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.92,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.94,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.96,0.13,1,0.23
TRUE,estimate,mean_err,FALSE,0.98,0.13,1,0.23
TRUE,estimate,mean_sq_err,FALSE,0.02,0.37,0.67,0.48
TRUE,estimate,mean_sq_err,FALSE,0.04,0.39,0.7,0.5
TRUE,estimate,mean_sq_err,FALSE,0.06,0.41,0.67,0.5
TRUE,estimate,mean_sq_err,FALSE,0.08,0.39,0.68,0.49
TRUE,estimate,mean_sq_err,FALSE,0.1,0.35,0.76,0.48
TRUE,estimate,mean_sq_err,FALSE,0.12,0.31,0.93,0.46
TRUE,estimate,mean_sq_err,FALSE,0.14,0.31,0.93,0.46
TRUE,estimate,mean_sq_err,FALSE,0.16,0.31,0.93,0.46
TRUE,estimate,mean_sq_err,FALSE,0.18,0.31,0.93,0.46
TRUE,estimate,mean_sq_err,FALSE,0.2,0.33,0.96,0.49
TRUE,estimate,mean_sq_err,FALSE,0.22,0.37,1,0.54
TRUE,estimate,mean_sq_err,FALSE,0.24,0.24,1,0.39
TRUE,estimate,mean_sq_err,FALSE,0.26,0.24,1,0.39
TRUE,estimate,mean_sq_err,FALSE,0.28,0.24,1,0.39
TRUE,estimate,mean_sq_err,FALSE,0.3,0.24,1,0.39
TRUE,estimate,mean_sq_err,FALSE,0.32,0.24,1,0.39
TRUE,estimate,mean_sq_err,FALSE,0.34,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.36,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.38,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.4,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.42,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.44,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.46,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.48,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.5,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.52,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.54,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.56,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.58,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.6,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.62,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.64,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.66,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.68,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.7,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.72,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.74,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.76,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.78,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.8,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.82,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.84,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.86,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.88,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.9,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.92,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.94,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.96,0.06,1,0.11
TRUE,estimate,mean_sq_err,FALSE,0.98,0.06,1,0.11
TRUE,estimate,mean_sqroot_err,FALSE,0.02,0.8,0.53,0.64
TRUE,estimate,mean_sqroot_err,FALSE,0.04,0.8,0.53,0.64
TRUE,estimate,mean_sqroot_err,FALSE,0.06,0.8,0.53,0.64
TRUE,estimate,mean_sqroot_err,FALSE,0.08,0.8,0.53,0.64
TRUE,estimate,mean_sqroot_err,FALSE,0.1,0.78,0.53,0.63
TRUE,estimate,mean_sqroot_err,FALSE,0.12,0.73,0.51,0.61
TRUE,estimate,mean_sqroot_err,FALSE,0.14,0.74,0.53,0.62
TRUE,estimate,mean_sqroot_err,FALSE,0.16,0.74,0.53,0.62
TRUE,estimate,mean_sqroot_err,FALSE,0.18,0.73,0.54,0.62
TRUE,estimate,mean_sqroot_err,FALSE,0.2,0.77,0.56,0.65
TRUE,estimate,mean_sqroot_err,FALSE,0.22,0.77,0.56,0.65
TRUE,estimate,mean_sqroot_err,FALSE,0.24,0.74,0.57,0.64
TRUE,estimate,mean_sqroot_err,FALSE,0.26,0.7,0.59,0.64
TRUE,estimate,mean_sqroot_err,FALSE,0.28,0.66,0.62,0.64
TRUE,estimate,mean_sqroot_err,FALSE,0.3,0.59,0.73,0.65
TRUE,estimate,mean_sqroot_err,FALSE,0.32,0.53,0.74,0.62
TRUE,estimate,mean_sqroot_err,FALSE,0.34,0.53,0.74,0.62
TRUE,estimate,mean_sqroot_err,FALSE,0.36,0.54,0.76,0.63
TRUE,estimate,mean_sqroot_err,FALSE,0.38,0.54,0.76,0.63
TRUE,estimate,mean_sqroot_err,FALSE,0.4,0.54,0.76,0.63
TRUE,estimate,mean_sqroot_err,FALSE,0.42,0.52,0.76,0.62
TRUE,estimate,mean_sqroot_err,FALSE,0.44,0.55,0.7,0.62
TRUE,estimate,mean_sqroot_err,FALSE,0.46,0.54,0.71,0.62
TRUE,estimate,mean_sqroot_err,FALSE,0.48,0.43,0.82,0.57
TRUE,estimate,mean_sqroot_err,FALSE,0.5,0.4,0.91,0.56
TRUE,estimate,mean_sqroot_err,FALSE,0.52,0.42,0.84,0.56
TRUE,estimate,mean_sqroot_err,FALSE,0.54,0.48,0.86,0.62
TRUE,estimate,mean_sqroot_err,FALSE,0.56,0.45,0.88,0.59
TRUE,estimate,mean_sqroot_err,FALSE,0.58,0.45,0.88,0.59
TRUE,estimate,mean_sqroot_err,FALSE,0.6,0.4,0.86,0.54
TRUE,estimate,mean_sqroot_err,FALSE,0.62,0.41,1,0.58
TRUE,estimate,mean_sqroot_err,FALSE,0.64,0.41,1,0.58
TRUE,estimate,mean_sqroot_err,FALSE,0.66,0.41,1,0.58
TRUE,estimate,mean_sqroot_err,FALSE,0.68,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.7,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.72,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.74,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.76,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.78,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.8,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.82,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.84,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.86,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.88,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.9,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.92,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.94,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.96,0.13,1,0.23
TRUE,estimate,mean_sqroot_err,FALSE,0.98,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.02,0.58,0.51,0.54
TRUE,exact,mean_err,FALSE,0.04,0.54,0.5,0.52
TRUE,exact,mean_err,FALSE,0.06,0.52,0.52,0.52
TRUE,exact,mean_err,FALSE,0.08,0.46,0.59,0.52
TRUE,exact,mean_err,FALSE,0.1,0.43,0.68,0.53
TRUE,exact,mean_err,FALSE,0.12,0.39,0.68,0.49
TRUE,exact,mean_err,FALSE,0.14,0.49,0.74,0.59
TRUE,exact,mean_err,FALSE,0.16,0.49,0.74,0.59
TRUE,exact,mean_err,FALSE,0.18,0.49,0.74,0.59
TRUE,exact,mean_err,FALSE,0.2,0.47,0.76,0.58
TRUE,exact,mean_err,FALSE,0.22,0.42,0.76,0.54
TRUE,exact,mean_err,FALSE,0.24,0.41,0.77,0.53
TRUE,exact,mean_err,FALSE,0.26,0.26,0.74,0.39
TRUE,exact,mean_err,FALSE,0.28,0.26,0.77,0.39
TRUE,exact,mean_err,FALSE,0.3,0.37,0.94,0.53
TRUE,exact,mean_err,FALSE,0.32,0.37,0.94,0.53
TRUE,exact,mean_err,FALSE,0.34,0.37,0.94,0.53
TRUE,exact,mean_err,FALSE,0.36,0.37,0.94,0.53
TRUE,exact,mean_err,FALSE,0.38,0.32,0.96,0.48
TRUE,exact,mean_err,FALSE,0.4,0.36,1,0.53
TRUE,exact,mean_err,FALSE,0.42,0.31,1,0.48
TRUE,exact,mean_err,FALSE,0.44,0.31,1,0.48
TRUE,exact,mean_err,FALSE,0.46,0.31,1,0.48
TRUE,exact,mean_err,FALSE,0.48,0.31,1,0.48
TRUE,exact,mean_err,FALSE,0.5,0.25,1,0.4
TRUE,exact,mean_err,FALSE,0.52,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.54,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.56,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.58,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.6,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.62,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.64,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.66,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.68,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.7,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.72,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.74,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.76,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.78,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.8,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.82,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.84,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.86,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.88,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.9,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.92,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.94,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.96,0.13,1,0.23
TRUE,exact,mean_err,FALSE,0.98,0.13,1,0.23
TRUE,exact,mean_sq_err,FALSE,0.02,0.37,0.67,0.48
TRUE,exact,mean_sq_err,FALSE,0.04,0.39,0.7,0.5
TRUE,exact,mean_sq_err,FALSE,0.06,0.41,0.67,0.5
TRUE,exact,mean_sq_err,FALSE,0.08,0.39,0.68,0.49
TRUE,exact,mean_sq_err,FALSE,0.1,0.35,0.76,0.48
TRUE,exact,mean_sq_err,FALSE,0.12,0.31,0.93,0.46
TRUE,exact,mean_sq_err,FALSE,0.14,0.31,0.93,0.46
TRUE,exact,mean_sq_err,FALSE,0.16,0.31,0.93,0.46
TRUE,exact,mean_sq_err,FALSE,0.18,0.31,0.93,0.46
TRUE,exact,mean_sq_err,FALSE,0.2,0.33,0.96,0.49
TRUE,exact,mean_sq_err,FALSE,0.22,0.37,1,0.54
TRUE,exact,mean_sq_err,FALSE,0.24,0.24,1,0.39
TRUE,exact,mean_sq_err,FALSE,0.26,0.24,1,0.39
TRUE,exact,mean_sq_err,FALSE,0.28,0.24,1,0.39
TRUE,exact,mean_sq_err,FALSE,0.3,0.24,1,0.39
TRUE,exact,mean_sq_err,FALSE,0.32,0.24,1,0.39
TRUE,exact,mean_sq_err,FALSE,0.34,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.36,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.38,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.4,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.42,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.44,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.46,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.48,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.5,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.52,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.54,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.56,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.58,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.6,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.62,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.64,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.66,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.68,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.7,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.72,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.74,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.76,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.78,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.8,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.82,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.84,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.86,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.88,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.9,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.92,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.94,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.96,0.06,1,0.11
TRUE,exact,mean_sq_err,FALSE,0.98,0.06,1,0.11
TRUE,exact,mean_sqroot_err,FALSE,0.02,0.61,0.47,0.53
TRUE,exact,mean_sqroot_err,FALSE,0.04,0.61,0.47,0.53
TRUE,exact,mean_sqroot_err,FALSE,0.06,0.61,0.47,0.53
TRUE,exact,mean_sqroot_err,FALSE,0.08,0.61,0.47,0.53
TRUE,exact,mean_sqroot_err,FALSE,0.1,0.59,0.46,0.52
TRUE,exact,mean_sqroot_err,FALSE,0.12,0.55,0.44,0.49
TRUE,exact,mean_sqroot_err,FALSE,0.14,0.55,0.44,0.49
TRUE,exact,mean_sqroot_err,FALSE,0.16,0.55,0.44,0.49
TRUE,exact,mean_sqroot_err,FALSE,0.18,0.51,0.45,0.48
TRUE,exact,mean_sqroot_err,FALSE,0.2,0.54,0.47,0.5
TRUE,exact,mean_sqroot_err,FALSE,0.22,0.54,0.47,0.5
TRUE,exact,mean_sqroot_err,FALSE,0.24,0.51,0.47,0.49
TRUE,exact,mean_sqroot_err,FALSE,0.26,0.48,0.5,0.49
TRUE,exact,mean_sqroot_err,FALSE,0.28,0.46,0.53,0.49
TRUE,exact,mean_sqroot_err,FALSE,0.3,0.45,0.6,0.52
TRUE,exact,mean_sqroot_err,FALSE,0.32,0.41,0.61,0.49
TRUE,exact,mean_sqroot_err,FALSE,0.34,0.41,0.61,0.49
TRUE,exact,mean_sqroot_err,FALSE,0.36,0.42,0.64,0.5
TRUE,exact,mean_sqroot_err,FALSE,0.38,0.52,0.69,0.59
TRUE,exact,mean_sqroot_err,FALSE,0.4,0.54,0.69,0.61
TRUE,exact,mean_sqroot_err,FALSE,0.42,0.52,0.69,0.59
TRUE,exact,mean_sqroot_err,FALSE,0.44,0.54,0.69,0.61
TRUE,exact,mean_sqroot_err,FALSE,0.46,0.53,0.71,0.61
TRUE,exact,mean_sqroot_err,FALSE,0.48,0.36,0.79,0.49
TRUE,exact,mean_sqroot_err,FALSE,0.5,0.39,0.91,0.54
TRUE,exact,mean_sqroot_err,FALSE,0.52,0.4,0.84,0.54
TRUE,exact,mean_sqroot_err,FALSE,0.54,0.47,0.86,0.61
TRUE,exact,mean_sqroot_err,FALSE,0.56,0.45,0.88,0.59
TRUE,exact,mean_sqroot_err,FALSE,0.58,0.45,0.88,0.59
TRUE,exact,mean_sqroot_err,FALSE,0.6,0.4,0.86,0.54
TRUE,exact,mean_sqroot_err,FALSE,0.62,0.37,1,0.54
TRUE,exact,mean_sqroot_err,FALSE,0.64,0.37,1,0.54
TRUE,exact,mean_sqroot_err,FALSE,0.66,0.37,1,0.54
TRUE,exact,mean_sqroot_err,FALSE,0.68,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.7,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.72,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.74,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.76,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.78,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.8,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.82,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.84,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.86,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.88,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.9,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.92,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.94,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.96,0.13,1,0.23
TRUE,exact,mean_sqroot_err,FALSE,0.98,0.13,1,0.23
FALSE,estimate,mean_err,FALSE,0.02,0.79,0.52,0.63
FALSE,estimate,mean_err,FALSE,0.04,0.76,0.52,0.62
FALSE,estimate,mean_err,FALSE,0.06,0.71,0.54,0.62
